freq_low_mhz,freq_high_mhz,country,region,service,status,application,footnotes,typical_devices,source,note
0.013800,0.014000,USA,USA,(Earth-to-space),Secondary,,US337 US356 US357,"Point-to-point microwave links, satellite earth stations; Satellite phones, VSAT terminals, satellite internet; Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013800,0.014000,USA,USA,Standard frequency and time,Secondary,,US356 US357,"Point-to-point microwave links, satellite earth stations; Satellite phones, VSAT terminals, satellite internet; Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013800,0.014000,USA,USA,signal-satellite (Earth-to-space),Secondary,,US356 US357,"Point-to-point microwave links, satellite earth stations; Satellite phones, VSAT terminals, satellite internet; Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013800,0.014000,USA,USA,Space research,Secondary,,US356 US357,"Point-to-point microwave links, satellite earth stations; Satellite phones, VSAT terminals, satellite internet; Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013800,0.014000,USA,USA,Radiolocation,Secondary,,US356 US357,"Point-to-point microwave links, satellite earth stations; Satellite phones, VSAT terminals, satellite internet; Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013900,0.014000,ITU,Region 3,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013900,0.014000,ITU,Region 3,Mobile except aeronautical mobile (R),Secondary,,,"Point-to-point microwave links, satellite earth stations",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.013900,0.014000,USA,USA,FIXED,PRIMARY,,US340,"Point-to-point microwave links, satellite earth stations",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.019900,USA,USA,FIXED,PRIMARY,,US2,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.019900,USA,USA,MARITIME MOBILE,PRIMARY,,5.57 US2,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.019900,USA,USA,Fixed,Secondary,,US2,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014300,USA,USA,AMATEUR,PRIMARY,,US340,"Ham radio transceivers, SDR receivers",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014300,USA,USA,AMATEUR-SATELLITE,PRIMARY,,US340,"Ham radio transceivers, SDR receivers",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014200,USA,USA,Space research,Secondary,,US133,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014200,USA,USA,FIXED-SATELLITE (Earth-to-space),Secondary,,NG527A US133,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014200,USA,USA,Mobile-satellite (Earth-to-space),Secondary,,NG527A US133,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014000,0.014200,USA,USA,Space research,Secondary,,NG527A US133,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014200,0.014400,USA,USA,FIXED-SATELLITE (Earth-to-space),Secondary,,NG527A,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014200,0.014400,USA,USA,Mobile-satellite (Earth-to-space),Secondary,,NG527A,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014300,USA,USA,AMATEUR,PRIMARY,,US340,"Ham radio transceivers, SDR receivers",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 1/2,FIXED-SATELLITE (Earth-to-space),Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 1/2,Mobile-satellite (Earth-to-space),Secondary,,5.506A,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 1/2,Radionavigation-satellite,Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 3,FIXED,PRIMARY,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 3,FIXED-SATELLITE (Earth-to-space),Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 3,MOBILE except aeronautical mobile,Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 3,Mobile-satellite (Earth-to-space),Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.014400,ITU,Region 3,Radionavigation-satellite,Secondary,,,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.015000,ITU,Region 3,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.015000,ITU,Region 3,Mobile except aeronautical mobile (R),Secondary,,,"Point-to-point microwave links, satellite earth stations",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014300,0.015000,USA,USA,FIXED,PRIMARY,,US340,"Point-to-point microwave links, satellite earth stations",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014400,0.014500,USA,USA,Fixed,Secondary,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014400,0.014500,USA,USA,Mobile,Secondary,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014500,USA,USA,Fixed,Secondary,,US113 US133 US342,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014500,USA,USA,Mobile,Secondary,,US113 US133 US342,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014500,USA,USA,FIXED-SATELLITE (Earth-to-space),Secondary,,NG527A US113 US133 US342,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014500,USA,USA,Mobile-satellite (Earth-to-space),Secondary,,NG527A US113 US133 US342,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014700,USA,USA,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014700,USA,USA,Mobile,Secondary,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014500,0.014700,USA,USA,Space research,Secondary,,5.509G,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014700,0.014800,USA,USA,MOBILE,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014700,0.014800,USA,USA,Fixed,Secondary,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014700,0.014800,USA,USA,Space research,Secondary,,5.509G,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014800,0.015100,USA,USA,MOBILE,PRIMARY,,US310,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014800,0.015100,USA,USA,SPACE RESEARCH,PRIMARY,,US310,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.014800,0.015100,USA,USA,Fixed,Secondary,,US310,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015100,0.015800,USA,USA,BROADCASTING,PRIMARY,,5.134 US136 US340,"AM/FM radios, DAB receivers, TV sets",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015100,0.015300,USA,USA,FIXED,PRIMARY,,5.339 US211,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015100,0.015300,USA,USA,SPACE RESEARCH,PRIMARY,,5.339 US211,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015100,0.015300,USA,USA,Mobile,Secondary,,5.339 US211,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015300,0.015400,USA,USA,EARTH EXPLORATION-SATELLITE (passive),Secondary,,US246,"Radio telescopes, scientific receivers; Satellite phones, VSAT terminals, satellite internet; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015300,0.015400,USA,USA,RADIO ASTRONOMY,PRIMARY,,US74 US246,"Radio telescopes, scientific receivers; Satellite phones, VSAT terminals, satellite internet; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015300,0.015400,USA,USA,SPACE RESEARCH (passive),Secondary,,US246,"Radio telescopes, scientific receivers; Satellite phones, VSAT terminals, satellite internet; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015400,USA,USA,RADIOLOCATION,PRIMARY,,5.511E 5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015400,USA,USA,AERONAUTICAL,PRIMARY,,5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015400,USA,USA,RADIONAVIGATION,PRIMARY,,US260 5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015400,USA,USA,AERONAUTICAL,PRIMARY,,US211 US511E,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015400,USA,USA,RADIONAVIGATION,PRIMARY,,US260 US211 US511E,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,RADIOLOCATION,PRIMARY,,5.511E 5.511F US511E 5.511C US211 US359,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,AERONAUTICAL,PRIMARY,,5.511F US511E 5.511C US211 US359,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,RADIONAVIGATION,PRIMARY,,US260 5.511F US511E 5.511C US211 US359,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,FIXED-SATELLITE (Earth-to-space),Secondary,,5.511C US211 US359 US511E,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,AERONAUTICAL,PRIMARY,,5.511C US211 US359 US511E,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015400,0.015600,USA,USA,RADIONAVIGATION,PRIMARY,,US260 5.511C US211 US359 US511E,"GPS receivers, GNSS devices; Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015600,0.015700,USA,USA,RADIOLOCATION,PRIMARY,,5.511E 5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015600,0.015700,USA,USA,AERONAUTICAL,PRIMARY,,5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015600,0.015700,USA,USA,RADIONAVIGATION,PRIMARY,,US260 5.511F US511E US211,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015600,0.015700,USA,USA,AERONAUTICAL,PRIMARY,,US211 US511E,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015600,0.015700,USA,USA,RADIONAVIGATION,PRIMARY,,US260 US211 US511E,"GPS receivers, GNSS devices; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015700,0.016600,USA,USA,RADIOLOCATION,PRIMARY,,G59,"Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015700,0.016600,USA,USA,Radiolocation,Secondary,,,"Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.015800,0.016100,USA,USA,FIXED,PRIMARY,,US340,"Point-to-point microwave links, satellite earth stations",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,ITU,Region 1/2,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,ITU,Region 1/2,RADIOLOCATION,PRIMARY,,5.145A,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,ITU,Region 3,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,ITU,Region 3,Radiolocation,Secondary,,5.145A,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,USA,USA,FIXED,PRIMARY,,US340,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016100,0.016200,USA,USA,RADIOLOCATION,PRIMARY,,5.145A US340,"Point-to-point microwave links, satellite earth stations; Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016200,0.016400,USA,USA,FIXED,PRIMARY,,US340,"Point-to-point microwave links, satellite earth stations",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016400,0.017400,USA,USA,MARITIME MOBILE,PRIMARY,,5.109 5.110 5.132 5.145 US82 US296 US340,"Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016600,0.017100,USA,USA,RADIOLOCATION,PRIMARY,,G59,"Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.016600,0.017100,USA,USA,Space research (deep space),Secondary,,,"Radar systems, speed guns, weather radar; Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
